DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1039/d1dt00839k,Peoples R China,Zhejiang Sci Tech Univ,DALTON TRANSACTIONS,4.569,5/14/2021,5,616,0.008116883,MDP_1_P,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_100_150,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0.230448921
10.1002/advs.202104636,Peoples R China,Zhejiang Univ,ADVANCED SCIENCE,17.521,2/26/2022,11,328,0.033536585,MDP_1_V,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.544068044
10.1002/aenm.201901313,Peoples R China,Chinese Acad Sci,ADVANCED ENERGY MATERIALS,29.698,10/22/2019,134,1186,0.112984823,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.3_0.6,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,-0.022276395
10.1007/s42114-022-00521-3,Peoples R China,Nanjing Univ Sci Technol,ADVANCED COMPOSITES AND HYBRID MATERIALS,11.806,7/13/2022,0,191,0,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_800_1000,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.3_0.6,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,-1.045757491
10.1039/D1TA10022J,Peoples R China,Univ Sci & Technol China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/29/2022,0,356,0,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.431363764
10.1039/D1TA10022J,Peoples R China,Univ Sci & Technol China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/29/2022,0,356,0,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,1.204119983
10.1016/j.checat.2022.01.012,Peoples R China,Hunan Univ,CHEM CATALYSIS,0,3/17/2022,7,314,0.022292994,MDP_1_Cu,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.62324929
10.1016/j.apcatb.2021.120562,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/7/2021,19,470,0.040425532,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,-0.397940009
10.1016/j.apcatb.2021.120562,Peoples R China,China Univ Geosci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/7/2021,19,470,0.040425532,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,-0.259637311
10.1002/smtd.202200636,Peoples R China,Sun Yat Sen Univ,SMALL METHODS,15.367,7/30/2022,1,174,0.005747126,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_OVER2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,-1.15490196
10.1002/smtd.202200636,Peoples R China,Sun Yat Sen Univ,SMALL METHODS,15.367,7/30/2022,1,174,0.005747126,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_OVER2880,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.371067862
10.1021/acscatal.9b05611,Portugal,Int Iberian Nanotechnol Lab INL,ACS CATALYSIS,13.7,4/28/2020,68,997,0.068204614,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.877946952
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_250_300,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,-0.15490196
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.421603927
10.1007/s40843-019-1176-6,Peoples R China,Tianjin Univ,SCIENCE CHINA-MATERIALS,8.64,3/12/2020,46,1044,0.044061303,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.397940009
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,MDP_1_Pt,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.931966115
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,MDP_1_Pt,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,0.648360011
10.1002/cnma.202000124,USA,Univ Illinois,CHEMNANOMAT,3.82,4/28/2020,2,997,0.002006018,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,-2.15
10.1002/cnma.202000124,USA,Univ Illinois,CHEMNANOMAT,3.82,4/28/2020,2,997,0.002006018,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_300_350,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0.5_1,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_10_25,-2.01
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,MDP_1_Pt,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.660865478
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,MDP_1_Pt,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.902002891
10.1021/acsami.9b11287,Peoples R China,Jilin Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/2/2019,32,1145,0.027947598,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,-0.301029996
10.1021/acs.chemmater.0c00081,Peoples R China,Jilin Univ,CHEMISTRY OF MATERIALS,10.508,6/5/2020,18,959,0.018769552,MDP_1_Ba,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_1000_1200,ATIME_OVER1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.071882007
10.1002/anie.201900796,Peoples R China,Jilin Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/24/2019,121,1276,0.094827586,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,-0.508638306
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.653212514
10.1002/smll.202108031,Peoples R China,Univ Elect Sci & Technol China,SMALL,15.153,3/16/2022,8,310,0.025806452,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_10_25,-3.25
10.1002/smll.202108031,Peoples R China,Univ Elect Sci & Technol China,SMALL,15.153,3/16/2022,8,310,0.025806452,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_10_25,-2.05
10.1002/smll.202108031,Peoples R China,Univ Elect Sci & Technol China,SMALL,15.153,3/16/2022,8,310,0.025806452,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_10_25,-2.45
10.1002/adfm.201803722,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,12/28/2018,50,1484,0.033692722,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_0_10,STT_10_25,0.230448921
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,MDP_1_Sn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0_5,HTEMP_200_250,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_25_200,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_10_25,0.311753861
10.1021/acssuschemeng.2c02684,Peoples R China,Qingdao Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/22/2022,0,151,0,MDP_1_Nd,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_1000_1200,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.586587305
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_10_25,0.382017043
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0_5,MDP4PP_0,HTEMP_RT,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.912222057
10.1021/jacs.1c01525,Australia,Univ Adelaide,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/22/2021,135,638,0.211598746,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_True,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_10_25,0.959518377
10.1021/acsami.6b12984,USA,US Naval Res Lab,ACS APPLIED MATERIALS & INTERFACES,10.383,3/8/2017,41,2144,0.019123134,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_LOWER_THAN_RT,HTIME_0_60,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_10_25,0.488550717
